date,SPY,EFA,VGTSX,VFITX,XLK,XLF,XLE,XLV,XLI,XLY,XLP,XLU,XLB,INTL,IRX
1996-01-02,36.627804,,,2.911211,,,,,,,,,,,4.970000
1996-01-03,36.729118,,,2.913890,,,,,,,,,,,5.050000
1996-01-04,36.379154,,,2.905863,,,,,,,,,,,5.030000
1996-01-05,36.305454,,,2.897834,,,,,,,,,,,5.040000
1996-01-08,36.443634,,,2.897834,,,,,,,,,,,5.030000
1996-01-09,35.817345,,,2.897834,,,,,,,,,,,5.010000
1996-01-10,35.347652,,,2.881779,,,,,,,,,,,5.040000
1996-01-11,35.559460,,,2.887130,,,,,,,,,,,5.030000
1996-01-12,35.504211,,,2.892482,,,,,,,,,,,5.020000
1996-01-15,35.430538,,,2.892482,,,,,,,,,,,5.020000
1996-01-16,35.863392,,,2.903185,,,,,,,,,,,5.000000
1996-01-17,35.752884,,,2.913890,,,,,,,,,,,4.990000
1996-01-18,35.872601,,,2.919238,,,,,,,,,,,4.950000
1996-01-19,36.112057,,,2.921918,,,,,,,,,,,4.960000
1996-01-22,36.121269,,,2.908534,,,,,,,,,,,4.980000
1996-01-23,36.204166,,,2.903185,,,,,,,,,,,4.970000
1996-01-24,36.498878,,,2.908534,,,,,,,,,,,4.980000
1996-01-25,36.369957,,,2.895157,,,,,,,,,,,4.970000
1996-01-26,36.683079,,,2.905863,,,,,,,,,,,4.970000
1996-01-29,36.830437,,,2.900509,,,,,,,,,,,5.000000
1996-01-30,37.143566,,,2.911211,,,,,,,,,,,4.990000
1996-01-31,37.530373,,,2.931381,,,,,,,,,,,4.910000
1996-02-01,37.668533,,,2.931381,,,,,,,,,,,4.890000
1996-02-02,37.511967,,,2.923312,,,,,,,,,,,4.840000
1996-02-05,37.815899,,,2.920627,,,,,,,,,,,4.870000
1996-02-06,38.175076,,,2.923312,,,,,,,,,,,4.840000
1996-02-07,38.396126,,,2.923312,,,,,,,,,,,4.800000
1996-02-08,38.810574,,,2.923312,,,,,,,,,,,4.780000
1996-02-09,38.801357,,,2.926001,,,,,,,,,,,4.790000
1996-02-12,39.096081,,,2.934070,,,,,,,,,,,4.790000
1996-02-13,39.013195,,,2.939450,,,,,,,,,,,4.790000
1996-02-14,38.672432,,,2.934070,,,,,,,,,,,4.800000
1996-02-15,38.432961,,,2.920627,,,,,,,,,,,4.770000
1996-02-16,38.276402,,,2.909867,,,,,,,,,,,4.760000
1996-02-20,37.898785,,,2.869526,,,,,,,,,,,4.830000
1996-02-21,38.368484,,,2.874906,,,,,,,,,,,4.820000
1996-02-22,38.976360,,,2.885664,,,,,,,,,,,4.800000
1996-02-23,38.865807,,,2.874906,,,,,,,,,,,4.830000
1996-02-26,38.313236,,,2.869526,,,,,,,,,,,4.850000
1996-02-27,38.193485,,,2.861460,,,,,,,,,,,4.880000
1996-02-28,38.018520,,,2.848012,,,,,,,,,,,4.880000
1996-02-29,37.650127,,,2.861794,,,,,,,,,,,4.880000
1996-03-01,38.248768,,,2.880710,,,,,,,,,,,4.860000
1996-03-04,38.469810,,,2.894224,,,,,,,,,,,4.880000
1996-03-05,38.828976,,,2.883413,,,,,,,,,,,4.890000
1996-03-06,38.488213,,,2.869901,,,,,,,,,,,4.890000
1996-03-07,38.681637,,,2.867202,,,,,,,,,,,4.890000
1996-03-08,37.429054,,,2.810449,,,,,,,,,,,4.910000
1996-03-11,37.861950,,,2.823959,,,,,,,,,,,4.950000
1996-03-12,37.567230,,,2.818560,,,,,,,,,,,4.950000
1996-03-13,37.825104,,,2.818560,,,,,,,,,,,4.960000
1996-03-14,37.990868,,,2.815854,,,,,,,,,,,4.970000
1996-03-15,37.965355,,,2.799641,,,,,,,,,,,5.000000
1996-03-18,38.696178,,,2.805047,,,,,,,,,,,5.030000
1996-03-19,38.612907,,,2.807749,,,,,,,,,,,5.030000
1996-03-20,38.566658,,,2.821262,,,,,,,,,,,5.030000
1996-03-21,38.474136,,,2.829367,,,,,,,,,,,4.940000
1996-03-22,38.575912,,,2.818560,,,,,,,,,,,4.970000
1996-03-25,38.501907,,,2.832068,,,,,,,,,,,4.930000
1996-03-26,38.686916,,,2.832068,,,,,,,,,,,5.000000
1996-03-27,38.335403,,,2.815854,,,,,,,,,,,5.020000
1996-03-28,38.483414,,,2.802341,,,,,,,,,,,5.050000
1996-03-29,38.298397,,,2.830598,,,,,,,,,,,5.000000
1996-04-01,38.742413,,,2.836029,,,,,,,,,,,5.030000
1996-04-02,38.816422,,,2.844179,,,,,,,,,,,5.020000
1996-04-03,38.816422,,,2.838742,,,,,,,,,,,5.000000
1996-04-04,38.788670,,,2.827875,,,,,,,,,,,4.980000
1996-04-08,38.122623,,,2.781697,,,,,,,,,,,5.020000
1996-04-09,37.974606,,,2.792564,,,,,,,,,,,4.980000
1996-04-10,37.299305,,,2.781697,,,,,,,,,,,4.950000
1996-04-11,37.253059,,,2.773549,,,,,,,,,,,4.940000
1996-04-12,37.724819,,,2.800714,,,,,,,,,,,4.930000
1996-04-15,38.039360,,,2.808860,,,,,,,,,,,4.870000
1996-04-16,38.150360,,,2.806147,,,,,,,,,,,4.820000
1996-04-17,38.057865,,,2.797997,,,,,,,,,,,4.830000
1996-04-18,38.113369,,,2.789850,,,,,,,,,,,4.850000
1996-04-19,38.205883,,,2.800714,,,,,,,,,,,4.880000
1996-04-22,38.501907,,,2.808860,,,,,,,,,,,4.880000
1996-04-23,38.622166,,,2.806147,,,,,,,,,,,4.960000
1996-04-24,38.483414,,,2.797997,,,,,,,,,,,5.000000
1996-04-25,38.659157,,,2.800714,,,,,,,,,,,4.970000
1996-04-26,38.742413,,,2.803428,,,,,,,,,,,4.970000
1996-04-29,38.742413,,4.735351,2.797997,,,,,,,,,,1.000000,5.000000
1996-04-30,38.714680,,4.730732,2.801547,,,,,,,,,,0.999025,5.010000
1996-05-01,38.797924,,4.707658,2.798815,,,,,,,,,,0.994152,4.970000
1996-05-02,38.131847,,4.703043,2.774240,,,,,,,,,,0.993177,4.990000
1996-05-03,38.076363,,4.684583,2.766047,,,,,,,,,,0.989279,5.000000
1996-05-06,38.039360,,4.679966,2.771511,,,,,,,,,,0.988304,4.990000
1996-05-07,37.882088,,4.666119,2.768778,,,,,,,,,,0.985380,5.010000
1996-05-08,38.353863,,4.666119,2.779702,,,,,,,,,,0.985380,4.990000
1996-05-09,38.326145,,4.666119,2.774240,,,,,,,,,,0.985380,4.990000
1996-05-10,38.705421,,4.656890,2.787895,,,,,,,,,,0.983431,4.990000
1996-05-13,39.288219,,4.643044,2.793355,,,,,,,,,,0.980507,5.020000
1996-05-14,39.528744,,4.647657,2.804279,,,,,,,,,,0.981481,5.010000
1996-05-15,39.482494,,4.675352,2.804279,,,,,,,,,,0.987329,5.000000
1996-05-16,39.565742,,4.670733,2.793355,,,,,,,,,,0.986354,5.000000
1996-05-17,39.778511,,4.684583,2.804279,,,,,,,,,,0.989279,5.010000
1996-05-20,40.046795,,4.675352,2.807006,,,,,,,,,,0.987329,5.010000
1996-05-21,39.991268,,4.679966,2.804279,,,,,,,,,,0.988304,5.040000
1996-05-22,40.370575,,4.666119,2.807006,,,,,,,,,,0.985380,5.040000
1996-05-23,40.204048,,4.647657,2.798815,,,,,,,,,,0.981481,5.040000
1996-05-24,40.361313,,4.638427,2.804279,,,,,,,,,,0.979532,5.030000
1996-05-28,39.954285,,4.638427,2.801547,,,,,,,,,,0.979532,5.040000
1996-05-29,39.686005,,4.643044,2.787895,,,,,,,,,,0.980507,5.030000
1996-05-30,39.889534,,4.661503,2.785163,,,,,,,,,,0.984405,5.040000
1996-05-31,39.593479,,4.689197,2.789283,,,,,,,,,,0.990253,5.040000
1996-06-03,39.704529,,4.656890,2.786536,,,,,,,,,,0.983431,5.080000
1996-06-04,39.982033,,4.661503,2.789283,,,,,,,,,,0.984405,5.080000
1996-06-05,40.333561,,4.666119,2.794770,,,,,,,,,,0.985380,5.080000
1996-06-06,40.037548,,4.666119,2.805753,,,,,,,,,,0.985380,5.070000
1996-06-07,40.037548,,4.633813,2.775553,,,,,,,,,,0.978557,5.120000
1996-06-10,39.908016,,4.638427,2.772806,,,,,,,,,,0.979532,5.140000
1996-06-11,39.871029,,4.643044,2.770064,,,,,,,,,,0.980507,5.130000
1996-06-12,39.797024,,4.661503,2.761829,,,,,,,,,,0.984405,5.120000
1996-06-13,39.797024,,4.652274,2.767317,,,,,,,,,,0.982456,5.090000
1996-06-14,39.630512,,4.679966,2.775553,,,,,,,,,,0.988304,5.070000
1996-06-17,39.602768,,4.679966,2.783792,,,,,,,,,,0.988304,5.050000
1996-06-18,39.278961,,4.712274,2.781044,,,,,,,,,,0.995127,5.070000
1996-06-19,39.454727,,4.707658,2.775553,,,,,,,,,,0.994152,5.090000
1996-06-20,39.427010,,4.698426,2.772806,,,,,,,,,,0.992202,5.120000
1996-06-21,39.766090,,4.693812,2.775553,,,,,,,,,,0.991228,5.120000
1996-06-24,39.840504,,4.707658,2.781044,,,,,,,,,,0.994152,5.120000
1996-06-25,39.793987,,4.698426,2.786536,,,,,,,,,,0.992202,5.090000
1996-06-26,39.524292,,4.707658,2.786536,,,,,,,,,,0.994152,5.100000
1996-06-27,39.803276,,4.698426,2.800262,,,,,,,,,,0.992202,5.050000
1996-06-28,39.942783,,4.712274,2.831446,,,,,,,,,,0.995127,5.030000
1996-07-01,40.286892,,4.707658,2.828687,,,,,,,,,,0.994152,5.070000
1996-07-02,40.138084,,4.693812,2.820409,,,,,,,,,,0.991228,5.180000
1996-07-03,40.054379,,4.684583,2.825927,,,,,,,,,,0.989279,5.110000
1996-07-05,39.031414,,4.670733,2.779013,,,,,,,,,,0.986354,5.150000
1996-07-08,38.873314,,4.624583,2.779013,,,,,,,,,,0.976608,5.160000
1996-07-09,39.031414,,4.647657,2.787290,,,,,,,,,,0.981481,5.190000
1996-07-10,39.189507,,4.633813,2.798331,,,,,,,,,,0.978557,5.150000
1996-07-11,38.398991,,4.629195,2.801091,,,,,,,,,,0.977582,5.110000
1996-07-12,38.426926,,4.587662,2.809369,,,,,,,,,,0.968811,5.140000
1996-07-15,37.292336,,4.569198,2.803851,,,,,,,,,,0.964912,5.150000
1996-07-16,37.385319,,4.541504,2.812129,,,,,,,,,,0.959064,5.110000
1996-07-17,37.831726,,4.559968,2.809369,,,,,,,,,,0.962963,5.120000
1996-07-18,38.352516,,4.583044,2.828687,,,,,,,,,,0.967836,5.110000
1996-07-19,38.073521,,4.601503,2.820409,,,,,,,,,,0.971734,5.140000
1996-07-22,37.794506,,4.555353,2.812129,,,,,,,,,,0.961988,5.150000
1996-07-23,37.310951,,4.559968,2.817650,,,,,,,,,,0.962963,5.160000
1996-07-24,37.385319,,4.486122,2.809369,,,,,,,,,,0.947368,5.160000
1996-07-25,37.720131,,4.518427,2.809369,,,,,,,,,,0.954190,5.150000
1996-07-26,37.924725,,4.518427,2.812129,,,,,,,,,,0.954190,5.150000
1996-07-29,37.506226,,4.513813,2.801091,,,,,,,,,,0.953216,5.210000
1996-07-30,37.868938,,4.509197,2.806611,,,,,,,,,,0.952241,5.190000
1996-07-31,38.147911,,4.550734,2.835744,,,,,,,,,,0.961013,5.180000
1996-08-01,38.780315,,4.583044,2.857941,,,,,,,,,,0.967836,5.100000
1996-08-02,39.617298,,4.606120,2.880140,,,,,,,,,,0.972709,5.060000
1996-08-05,39.384808,,4.629195,2.877364,,,,,,,,,,0.977582,5.040000
1996-08-06,39.505707,,4.592274,2.874588,,,,,,,,,,0.969785,5.060000
1996-08-07,39.607994,,4.573812,2.874588,,,,,,,,,,0.965887,5.040000
1996-08-08,39.542885,,4.583044,2.871817,,,,,,,,,,0.967836,5.010000
1996-08-09,39.412701,,4.569198,2.882915,,,,,,,,,,0.964912,5.010000
1996-08-12,39.701004,,4.583044,2.882915,,,,,,,,,,0.967836,5.010000
1996-08-13,39.384808,,4.596889,2.869041,,,,,,,,,,0.970760,5.030000
1996-08-14,39.524292,,4.592274,2.871817,,,,,,,,,,0.969785,5.020000
1996-08-15,39.449898,,4.592274,2.863489,,,,,,,,,,0.969785,5.050000
1996-08-16,39.784706,,4.592274,2.871817,,,,,,,,,,0.969785,5.040000
1996-08-19,39.803276,,4.601503,2.869041,,,,,,,,,,0.971734,5.040000
1996-08-20,39.775383,,4.615350,2.869041,,,,,,,,,,0.974659,5.030000
1996-08-21,39.635906,,4.638427,2.863489,,,,,,,,,,0.979532,5.000000
1996-08-22,40.007896,,4.647657,2.863489,,,,,,,,,,0.981481,4.990000
1996-08-23,39.793987,,4.652274,2.849617,,,,,,,,,,0.982456,5.010000
1996-08-26,39.598686,,4.643044,2.835744,,,,,,,,,,0.980507,5.060000
1996-08-27,39.747490,,4.647657,2.838517,,,,,,,,,,0.981481,5.060000
1996-08-28,39.682415,,4.633813,2.835744,,,,,,,,,,0.978557,5.060000
1996-08-29,39.291801,,4.601503,2.824646,,,,,,,,,,0.971734,5.100000
1996-08-30,38.882614,,4.578429,2.826040,,,,,,,,,,0.966862,5.140000
1996-09-03,39.133705,,4.536891,2.831620,,,,,,,,,,0.958090,5.180000
1996-09-04,39.170898,,4.559968,2.828830,,,,,,,,,,0.962963,5.180000
1996-09-05,38.696598,,4.569198,2.817671,,,,,,,,,,0.964912,5.210000
1996-09-06,39.245293,,4.555353,2.826040,,,,,,,,,,0.961988,5.190000
1996-09-09,39.710300,,4.569198,2.834408,,,,,,,,,,0.964912,5.130000
1996-09-10,39.691696,,4.569198,2.828830,,,,,,,,,,0.964912,5.150000
1996-09-11,39.914883,,4.555353,2.828830,,,,,,,,,,0.961988,5.160000
1996-09-12,40.193890,,4.564582,2.837201,,,,,,,,,,0.963937,5.140000
1996-09-13,40.807663,,4.601503,2.859518,,,,,,,,,,0.971734,5.060000
1996-09-16,40.956474,,4.624583,2.859518,,,,,,,,,,0.976608,5.040000
1996-09-17,40.863483,,4.652274,2.845568,,,,,,,,,,0.982456,5.170000
1996-09-18,40.761185,,4.656890,2.842776,,,,,,,,,,0.983431,5.150000
1996-09-19,40.919277,,4.661503,2.839991,,,,,,,,,,0.984405,5.110000
1996-09-20,41.064434,,4.647657,2.842776,,,,,,,,,,0.981481,5.140000
1996-09-23,41.055077,,4.629195,2.845568,,,,,,,,,,0.977582,5.150000
1996-09-24,41.045742,,4.633813,2.853937,,,,,,,,,,0.978557,5.020000
1996-09-25,41.073761,,4.670733,2.865097,,,,,,,,,,0.986354,4.940000
1996-09-26,41.055077,,4.670733,2.873466,,,,,,,,,,0.986354,4.870000
1996-09-27,41.092472,,4.679966,2.867888,,,,,,,,,,0.988304,4.900000
1996-09-30,41.055077,,4.693812,2.879945,,,,,,,,,,0.991228,4.910000
1996-10-01,41.279419,,4.703043,2.888357,,,,,,,,,,0.993177,4.970000
1996-10-02,41.559856,,4.716891,2.896769,,,,,,,,,,0.996102,4.900000
1996-10-03,41.522457,,4.698426,2.896769,,,,,,,,,,0.992202,4.900000
1996-10-04,42.083298,,4.693812,2.916398,,,,,,,,,,0.991228,4.870000
1996-10-07,42.130070,,4.698426,2.907988,,,,,,,,,,0.992202,4.920000
1996-10-08,41.961796,,4.693812,2.905182,,,,,,,,,,0.991228,4.980000
1996-10-09,41.634640,,4.675352,2.902380,,,,,,,,,,0.987329,4.980000
1996-10-10,41.550514,,4.666119,2.891163,,,,,,,,,,0.985380,5.010000
1996-10-11,42.064610,,4.670733,2.902380,,,,,,,,,,0.986354,5.000000
1996-10-14,42.120708,,4.689197,2.902380,,,,,,,,,,0.990253,5.000000
1996-10-15,42.064610,,4.716891,2.902380,,,,,,,,,,0.996102,5.040000
1996-10-16,42.270267,,4.707658,2.899576,,,,,,,,,,0.994152,5.000000
1996-10-17,42.382450,,4.707658,2.910791,,,,,,,,,,0.994152,4.970000
1996-10-18,42.606789,,4.735351,2.910791,,,,,,,,,,1.000000,4.970000
1996-10-21,42.550713,,4.721501,2.907988,,,,,,,,,,0.997075,4.990000
1996-10-22,42.251579,,4.703043,2.902380,,,,,,,,,,0.993177,4.990000
1996-10-23,42.391785,,4.684583,2.905182,,,,,,,,,,0.989279,4.980000
1996-10-24,42.027237,,4.675352,2.902380,,,,,,,,,,0.987329,4.990000
1996-10-25,42.064610,,4.656890,2.907988,,,,,,,,,,0.983431,4.990000
1996-10-28,41.784176,,4.652274,2.905182,,,,,,,,,,0.982456,5.020000
1996-10-29,42.120708,,4.647657,2.930421,,,,,,,,,,0.981481,5.010000
1996-10-30,41.980507,,4.647657,2.930421,,,,,,,,,,0.981481,5.010000
1996-10-31,42.382450,,4.638427,2.951565,,,,,,,,,,0.979532,5.010000
1996-11-01,42.232887,,4.647657,2.948746,,,,,,,,,,0.981481,5.020000
1996-11-04,42.513313,,4.652274,2.951565,,,,,,,,,,0.982456,5.010000
1996-11-05,42.756355,,4.656890,2.962842,,,,,,,,,,0.983431,5.020000
1996-11-06,43.578949,,4.698426,2.960022,,,,,,,,,,0.992202,5.020000
1996-11-07,43.681797,,4.712274,2.968476,,,,,,,,,,0.995127,5.010000
1996-11-08,43.924831,,4.739965,2.962842,,,,,,,,,,1.000974,5.030000
1996-11-11,43.878078,,4.744581,2.962842,,,,,,,,,,1.001949,5.030000
1996-11-12,43.747200,,4.763041,2.974116,,,,,,,,,,1.005847,5.030000
1996-11-13,43.943493,,4.753810,2.968476,,,,,,,,,,1.003898,5.020000
1996-11-14,44.233311,,4.776887,2.982573,,,,,,,,,,1.008771,5.020000
1996-11-15,44.289387,,4.799966,2.976933,,,,,,,,,,1.013645,5.000000
1996-11-18,44.298714,,4.795350,2.974116,,,,,,,,,,1.012670,5.020000
1996-11-19,44.616535,,4.809196,2.979755,,,,,,,,,,1.015594,5.020000
1996-11-20,44.691334,,4.832273,2.982573,,,,,,,,,,1.020468,5.020000
1996-11-21,44.625896,,4.832273,2.982573,,,,,,,,,,1.020468,5.020000
1996-11-22,44.971760,,4.846117,2.982573,,,,,,,,,,1.023391,5.020000
1996-11-25,45.541992,,4.841505,2.985394,,,,,,,,,,1.022417,5.020000
1996-11-26,45.392391,,4.846117,2.982573,,,,,,,,,,1.023391,5.020000
1996-11-27,45.308277,,4.827657,2.982573,,,,,,,,,,1.019493,5.010000
1996-11-29,45.476536,,4.813811,3.012042,,,,,,,,,,1.016569,4.990000
1996-12-02,45.495251,,4.786117,3.009207,,,,,,,,,,1.010721,4.940000
1996-12-03,44.719387,,4.767657,3.012042,,,,,,,,,,1.006822,4.910000
1996-12-04,44.840893,,4.758424,3.000707,,,,,,,,,,1.004873,4.890000
1996-12-05,44.719387,,4.795350,2.986539,,,,,,,,,,1.012670,4.900000
1996-12-06,44.457645,,4.703043,2.978041,,,,,,,,,,0.993177,4.890000
1996-12-09,45.111946,,4.726120,2.989373,,,,,,,,,,0.998051,4.850000
1996-12-10,44.896969,,4.758424,2.986539,,,,,,,,,,1.004873,4.810000
1996-12-11,44.485683,,4.721501,2.961039,,,,,,,,,,0.997075,4.810000
1996-12-12,43.747200,,4.689197,2.958206,,,,,,,,,,0.990253,4.830000
1996-12-13,43.859390,,4.652274,2.969537,,,,,,,,,,0.982456,4.790000
1996-12-16,43.298508,,4.684583,2.961039,,,,,,,,,,0.989279,4.850000
1996-12-17,43.644382,,4.684583,2.955374,,,,,,,,,,0.989279,4.880000
1996-12-18,43.990246,,4.679966,2.949703,,,,,,,,,,0.988304,4.870000
1996-12-19,44.896969,,4.661503,2.966707,,,,,,,,,,0.984405,4.850000
1996-12-20,44.995506,,4.703043,2.966707,,,,,,,,,,0.993177,4.880000
1996-12-23,44.882763,,4.712274,2.966707,,,,,,,,,,0.995127,4.960000
1996-12-24,45.211559,,4.679966,2.963871,,,,,,,,,,0.988304,4.950000
1996-12-26,45.559120,,4.693812,2.963871,,,,,,,,,,0.991228,4.960000
1996-12-27,45.615479,,4.714944,2.972373,,,,,,,,,,0.995690,4.960000
1996-12-30,45.220928,,4.733728,2.972373,,,,,,,,,,0.999657,5.030000
1996-12-31,44.394302,,4.761907,2.968389,,,,,,,,,,1.005608,5.050000
1997-01-02,44.507034,,4.714944,2.951291,,,,,,,,,,0.995690,5.050000
1997-01-03,45.145809,,4.719640,2.954139,,,,,,,,,,0.996682,5.030000
1997-01-06,44.751293,,4.747819,2.951291,,,,,,,,,,1.002633,5.030000
1997-01-07,45.296089,,4.733728,2.948445,,,,,,,,,,0.999657,5.010000
1997-01-08,44.901562,,4.724336,2.945595,,,,,,,,,,0.997674,5.010000
1997-01-09,45.277306,,4.682071,2.956993,,,,,,,,,,0.988748,4.990000
1997-01-10,45.765789,,4.621023,2.937049,,,,,,,,,,0.975856,5.020000
1997-01-13,45.700027,,4.672678,2.939896,,,,,,,,,,0.986765,5.030000
1997-01-14,46.273052,,4.696159,2.954139,,,,,,,,,,0.991723,5.030000
1997-01-15,46.160332,,4.714944,2.954139,,,,,,,,,,0.995690,5.000000
1997-01-16,46.348183,,4.738428,2.945595,,,,,,,,,,1.000650,5.030000
1997-01-17,46.630009,,4.724336,2.948445,,,,,,,,,,0.997674,5.020000
1997-01-20,46.686367,,4.677375,2.948445,,,,,,,,,,0.987757,5.020000
1997-01-21,47.062103,,4.653894,2.954139,,,,,,,,,,0.982798,5.020000
1997-01-22,47.400265,,4.677375,2.948445,,,,,,,,,,0.987757,5.020000
1997-01-23,46.742718,,4.672678,2.942746,,,,,,,,,,0.986765,5.020000
1997-01-24,46.141502,,4.639806,2.937049,,,,,,,,,,0.979823,5.020000
1997-01-27,46.009998,,4.597539,2.931352,,,,,,,,,,0.970897,5.050000
1997-01-28,46.141502,,4.588149,2.937049,,,,,,,,,,0.968914,5.040000
1997-01-29,46.592396,,4.592842,2.937049,,,,,,,,,,0.969905,5.040000
1997-01-30,47.193634,,4.592842,2.942746,,,,,,,,,,0.969905,5.030000
1997-01-31,47.137241,,4.649198,2.970240,,,,,,,,,,0.981806,5.010000
1997-02-03,47.278149,,4.639806,2.981701,,,,,,,,,,0.979823,4.970000
1997-02-04,47.569363,,4.653894,2.984570,,,,,,,,,,0.982798,5.000000
1997-02-05,46.676945,,4.649198,2.981701,,,,,,,,,,0.981806,4.990000
1997-02-06,46.986950,,4.644500,2.978832,,,,,,,,,,0.980814,5.000000
1997-02-07,47.625725,,4.635112,2.990294,,,,,,,,,,0.978832,4.990000
1997-02-10,47.174835,,4.691462,2.990294,,,,,,,,,,0.990732,4.990000
1997-02-11,47.719650,,4.677375,2.987430,,,,,,,,,,0.987757,5.010000
1997-02-12,48.396000,,4.691462,2.987430,,,,,,,,,,0.990732,5.010000
1997-02-13,48.922039,,4.700856,2.998885,,,,,,,,,,0.992715,4.990000
1997-02-14,48.809299,,4.714944,3.007479,,,,,,,,,,0.995690,4.960000
1997-02-18,49.222641,,4.696159,3.004616,,,,,,,,,,0.991723,4.960000
1997-02-19,48.893860,,4.696159,3.001748,,,,,,,,,,0.991723,4.970000
1997-02-20,48.302052,,4.738428,2.990294,,,,,,,,,,1.000650,4.950000
1997-02-21,48.320850,,4.752513,2.993156,,,,,,,,,,1.003624,4.950000
1997-02-24,48.893860,,4.775996,2.987430,,,,,,,,,,1.008583,4.970000
1997-02-25,48.931427,,4.799477,2.987430,,,,,,,,,,1.013542,5.000000
1997-02-26,48.452370,,4.766603,2.961651,,,,,,,,,,1.006600,5.060000
1997-02-27,47.729038,,4.766603,2.961651,,,,,,,,,,1.006600,5.070000
1997-02-28,47.588146,,4.733728,2.973164,,,,,,,,,,0.999657,5.070000
1997-03-03,47.907528,,4.705553,2.970286,,,,,,,,,,0.993707,5.090000
1997-03-04,47.644493,,4.719640,2.964531,,,,,,,,,,0.996682,5.080000
1997-03-05,48.452370,,4.714944,2.964531,,,,,,,,,,0.995690,5.060000
1997-03-06,48.170544,,4.714944,2.961651,,,,,,,,,,0.995690,5.070000
1997-03-07,48.602642,,4.719640,2.970286,,,,,,,,,,0.996682,5.080000
1997-03-10,49.109901,,4.757210,2.970286,,,,,,,,,,1.004616,5.050000
1997-03-11,48.846886,,4.771300,2.970286,,,,,,,,,,1.007592,5.030000
1997-03-12,48.414799,,4.729031,2.964531,,,,,,,,,,0.998665,5.060000
1997-03-13,47.663265,,4.691462,2.947259,,,,,,,,,,0.990732,5.100000
1997-03-14,47.907528,,4.696159,2.950138,,,,,,,,,,0.991723,5.090000
1997-03-17,48.039032,,4.667984,2.947259,,,,,,,,,,0.985774,5.120000
1997-03-18,47.522346,,4.677375,2.947259,,,,,,,,,,0.987757,5.130000
1997-03-19,47.362686,,4.691462,2.944381,,,,,,,,,,0.990732,5.150000
1997-03-20,47.118481,,4.630413,2.941504,,,,,,,,,,0.977839,5.190000
1997-03-21,47.336609,,4.667984,2.941504,,,,,,,,,,0.985774,5.260000
1997-03-24,47.996693,,4.644500,2.944381,,,,,,,,,,0.980814,5.250000
1997-03-25,47.525223,,4.686767,2.941504,,,,,,,,,,0.989740,5.250000
1997-03-26,47.732655,,4.719640,2.932869,,,,,,,,,,0.996682,5.210000
1997-03-27,46.469093,,4.738428,2.915598,,,,,,,,,,1.000650,5.220000
1997-03-31,45.488415,,4.729031,2.934411,,,,,,,,,,0.998665,5.170000
1997-04-01,45.780727,,4.649198,2.937303,,,,,,,,,,0.981806,5.160000
1997-04-02,44.960365,,4.658589,2.940199,,,,,,,,,,0.983790,5.140000
1997-04-03,45.205528,,4.635112,2.940199,,,,,,,,,,0.978832,5.120000
1997-04-04,45.771317,,4.621023,2.931516,,,,,,,,,,0.975856,5.140000
1997-04-07,45.950462,,4.602238,2.940199,,,,,,,,,,0.971889,5.150000
1997-04-08,46.280514,,4.616326,2.934411,,,,,,,,,,0.974865,5.100000
1997-04-09,45.903347,,4.606933,2.934411,,,,,,,,,,0.972881,5.100000
1997-04-10,45.733570,,4.592842,2.934411,,,,,,,,,,0.969905,5.140000
1997-04-11,44.281422,,4.578755,2.922835,,,,,,,,,,0.966930,5.150000
1997-04-14,44.875511,,4.541187,2.922835,,,,,,,,,,0.958997,5.150000
1997-04-15,45.639294,,4.578755,2.937303,,,,,,,,,,0.966930,5.140000
1997-04-16,46.167366,,4.611629,2.934411,,,,,,,,,,0.973873,5.150000
1997-04-17,45.978760,,4.625715,2.940199,,,,,,,,,,0.976847,5.140000
1997-04-18,46.205044,,4.649198,2.943092,,,,,,,,,,0.981806,5.140000
1997-04-21,45.903347,,4.691462,2.940199,,,,,,,,,,0.990732,5.150000
1997-04-22,46.912273,,4.682071,2.943092,,,,,,,,,,0.988748,5.200000
1997-04-23,46.959423,,4.710246,2.937303,,,,,,,,,,0.994698,5.200000
1997-04-24,46.723709,,4.710246,2.928621,,,,,,,,,,0.994698,5.170000
1997-04-25,46.186207,,4.682071,2.928621,,,,,,,,,,0.988748,5.160000
1997-04-28,46.638798,,4.667984,2.931516,,,,,,,,,,0.985774,5.180000
1997-04-29,48.109859,,4.696159,2.954666,,,,,,,,,,0.991723,5.120000
1997-04-30,48.336166,,4.738428,2.981722,,,,,,,,,,1.000650,5.100000
1997-05-01,48.279583,,4.771300,2.984629,,,,,,,,,,1.007592,5.090000
1997-05-02,49.147106,,4.790084,2.987541,,,,,,,,,,1.011558,5.090000
1997-05-05,50.316376,,4.813561,2.987541,,,,,,,,,,1.016516,5.010000
1997-05-06,50.278652,,4.907486,2.987541,,,,,,,,,,1.036351,5.040000
1997-05-07,49.184792,,4.912182,2.975902,,,,,,,,,,1.037343,5.090000
1997-05-08,49.524284,,4.926273,2.981722,,,,,,,,,,1.040318,5.060000
1997-05-09,49.863773,,4.968536,2.990448,,,,,,,,,,1.049243,5.040000
1997-05-12,50.693562,,5.034282,2.990448,,,,,,,,,,1.063128,5.020000
1997-05-13,50.486107,,5.053070,2.981722,,,,,,,,,,1.067095,5.060000
1997-05-14,50.580406,,5.067155,2.987541,,,,,,,,,,1.070070,5.030000
